Thaw Number,YPC Number,YPC Component,Thaw Name,YPC Name,BD Number,Thaw RA1900,Thaw Dec1900,YPC RA1900,YPC Dec1900,RA1950,Dec1950,RA2000,Dec2000,Thaw B,YPC (B-V),YPC V,Thaw Spectrum,YPC Spectrum,Thaw Rel. Parallax,Thaw Rel. Parallax Error,Delta Pi,Thaw Abs. Parallax,Yale Abs. Parallax,Yale Abs. Parallax Error,Yale Tot. PM,Yale PM Position Angle,No. of Thaw Observations,Thaw Footnotes,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index Card RA,Index Card Dec,Index Card Equinox,Observations
24,3972.0,,Fedorenko 2895,Lal 32047,+67 1014,17 25 00.00,+67 23 00.00,17 25 18.3,+67 23 26,17 25 13.503,67 20 54.6648,17 25 00.0,+67 18 24,6.3,6.43,0.76,K,K0   V,84,9,,,76,5.8,0.534,272,26,,1657,Fed_2895,7,17 25 09,+67 20 55,1950,"['17813 k 19190820 _', '17816 k 19190822 _', '19893 p 19200327 _', '19911 k 19200329 _', '19922 k 19200330 _', '19939 k 19200402 _', '21114 k 19200726 _', '21144 g 19200727 _', '21230 g 19200813 _', '23452 k 19210329 _', '23515 k 19210402 _', '23602 k 19210406 _', '24742 g 19210726 _', '24757 g 19210727 _', '24773 k 19210729 _', '26950 k 19220401 _', '26974 g 19220404 _', '27002 g 19220415 _', '27049 k 19220421 _', '27974 g 19220725 _', '27993 g 19220728 _', '28010 g 19220729 _', '32497 g 19240412 _', '32521 k 19240415 _', '33168 g 19240802 _', '33231 g 19240815 _']"
25,4036.0,,Omega Draconis,OME Dra,+68 949,17 38 00.00,+68 48 00.00,17 37 32.0,+68 48 15,17 37 14.298,+68 46 36.2596,17 36 57.0,+68 45 29,4.9,4.8,0.43,F5,F5   V,40,8,,,42,6.8,0.323,1,43,,1681,omega_Draconis,5,17 37 14,+68 46 52,1950,"['9998 f 19170731 -6', '10065 k 19170807 +8', '10083 k 19170812 -14', '12560 k 19180327 _', '12612 k 19180330 _', '12714 k 19180413 _', '12891 k 19180508 _', '13708 k 19180726 _', '13759 k 19180731 _', '16479 k 19190406 _', '16600 ~ 19190421 _', '16625 k 19190422 _', '17577 k 19190725 _', '17617 f 19190727 _', '17639 k 19190729 _', '17663 k 19190801 _', '55407 g 19370813 _', '56793 ~ 19380629 _', '57022 g 19380818 _', '58140 g 19390623 _', '60190 g 19400817 _', '61970 g 19410717 _', '62167 k 19410812 _', '63393 g 19420617 _', '63425 k 19420706 _', '63452 k 19420708 _', '63496 k 19420715 _', '63497 ~ 19420715 _', '64835 g 19430619 _', '64996 g 19430715 _', '67184 g 19440701 _', '67394 g 19440819 _', '69018 g 19450623 _', '69107 ~ 19450716 _', '69147 g 19450716 _', '70759 p 19460701 _', '70964 g 19460721 _', '72359 ~ 19470702 _', '72458 ~ 19470731 _', '73773 ~ 19480701 _', '75279 ~ 19490713 _', '77821 ~ 19500822 _', '84569 g 19540823 _']"
26,4042.0,,Beta Ophiuchi,BET Oph,+4 3489,17 39 00.00,+4 37 00.00,17 38 31.8,+04 36 32,17 41 00.117,+04 35 03.6265,17 43 28.3,+04 34 02,2.9,2.77,1.16,K,K2   III,18,9,,,39,2.0,0.165,346,27,,1690,beta_Ophiuchis,2.9,17 41 00,+04 35 11,1950,"['1962 ~ 19150429 -14,useless', '1979 g 19150505 -18', '2728 ~ 19150730 +10', '2887 ~ 19150815 +7', '2953 ~ 19150818 +11', '5109 g 19160411 +2', '5120 f 19160414 +2', '5179 g 19160418 +5', '6266 ~ 19160801 +7', '6381 ~ 19160813 _', '6405 ~ 19160814 +1', '6415 ~ 19160815 +6', '6512 ~ 19160821 -10', '9262 p 19170426 +7', '9272 f 19170427 -5', '9275 k 19170502 -16', '9954 f 19170728 +12', '9981 k 19170730 +2', '19988 k 19200410 _', '20023 k 19200417 _', '20029 k 19200418 _', '21090 g 19200725 _', '21117 g 19200726 _', '21189 g 19200803 _', '59937 g 19400718 _', '61909 g 19410705 _', '64939 g 19430701 _']"
27,4093.0,,Xi Draconis,XI Dra,+56 2033,17 52 00.00,+56 53 00.00,17 51 47.9,+56 53 17,17 52 39.179,+56 52 43.0148,17 53 31.7,+56 52 21,3.9,3.75,1.18,K,K2-  III,21,8,,,29,2.1,0.118,49,53,,1713,32_Draconis,3.9,17 52 39,+56 52 47,1950,"['1806 ~ 19150413 -10', '1829 ~ 19150414 -3', '1866 ~ 19150417 -5', '2860 ~ 19150813 _', '2933 ~ 19150817 useless', '2992 ~ 19150823 +5', '3023 ~ 19150830 +2', '3041 ~ 19150831 +1', '3063 ~ 19150901 -2', '5045 ~ 19160406 -3', '5069 ~ 19160409 +3', '5234 ~ 19160428 +5', '5243 ~ 19160429 -20', '6350 ~ 19160810 0', '6370 ~ 19160812 +9', '6383 ~ 19160813 +3', '6478 w 19160820 -71', '9243 k 19170422 0', '9273 w 19170427 +8', '9278 fop 19170502 _', '46431 g 19320731 _', '46474 k 19320805 _', '46494 g 19320807 _', '46527 g 19320811 _', '47932 g 19330422 _', '47953 k 19330423 _', '48123 k 19330529 _', '48575 k 19330728 _', '48723 k 19330826 _', '48725 g 19330827 _', '50097 p 19340420 _', '50144 g 19340429 _', '50157 g 19340430 _', '50178 g 19340501 _', '50789 k 19340729 _', '50815 k 19340804 _', '50849 g 19340808 _', '51991 g 19350511 _', '52067 k 19350524 _', '52571 g 19350821 _', '52576 k 19350822 _', '52580 g 19350823 _', '53676 g 19360517 _', '54121 k 19360807 _', '55092 g 19370503 _', '55465 4k 19370819 _', '56405 k 19380419 _', '56442 g 19380426 _', '56471 k 19380428 _', '56986 g 19380813 _', '57049 g 19380822 _', '57067 g 19380823 _', '57069 k 19380824 _']"
28,4096.0,,Theta Herculis,THE Her,+37 2982,17 53 00.00,+37 16 00.00,17 52 49.3,+37 15 49,17 54 32.153,+37 15 21.3677,17 56 15.1,+37 15 02,4,3.86,1.35,K,K1   IIaC*,-5,3,,,0,5.6,0.005,2,30,,1716,theta_Herculis,4,17 54 32,+37 15 21,1950,"['20175 4k 19200504 _', '20194 k 19200505 _', '20210 k 19200506 _', '21167 g 19200728 _', '21202 4k 19200804 _', '21231 g 19200813 _', '23517 g 19210402 _', '23568 k 19210404 _', '23605 g 19210406 _', '24857 g 19210809 _', '24940 g 19210820 _', '24951 k 19210821 _', '24976 g 19210822 _', '27091 g 19220424 _', '27177 k 19220507 _', '27211 g 19220510 _', '28040 k 19220809 _', '28067 k 19220812 _', '28092 g 19220816 _', '29993 g 19230410 _', '30034 k 19230417 _', '30084 g 19230420 _', '33215 g 19240810 _', '33265 p 19240825 _', '33266 g 19240826 _', '34520 g 19250407 _', '34540 k 19250415 _', '35313 g 19250829 _', '36230 g 19260413 _', '69114 2k 19450711 _']"
29,4153.0,,99 Herculis,99 Her,+30 3128,18 03 00.00,+30 33 00.00,18 03 13.6,+30 32 50,18 05 07.833,+30 33 08.288,18 07 01.5,+30 33 43,5.2,5.04,0.52,F8,F7   V,25,6,,,58,3.1,0.116,312,31,,1752,99_Herculis,6,18 05 07,+30 33 12,1950,"['39830 g 19280818 _', '39894 g 19280829 _', '40793 g 19290522 _', '40810 g 19290525 _', '41186 g 19290808 _', '41229 g 19290814 _', '41244 g 19290820 _', '41963 2k 19300503 _', '43760 g 19310430 _', '43913 g 19310527 _', '44349 g 19310801 _', '44355 g 19310804 _', '45861 g 19320515 _', '45891 g 19320519 _', '45963 g 19320526 _', '46487 g 19320806 _', '46575 g 19320819 _', '46682 g 19320901 _', '48021 k 19330430 _', '48117 g 19330524 _', '48602 k 19330802 _', '48639 g 19330812 _', '50187 g 19340502 _', '50226 k 19340507 _', '50820 g 19340805 _', '50967 g 19340902 _', '51999 g 19350512 _', '52068 g 19350524 _', '52096 g 19350526 _', '52526 g 19350814 _', '52572 g 19350821 _']"
30,4231.0,,109 Herculis,109 Her,+21 3411,18 19 00.00,+21 43 00.00,18 19 26.1,+21 43 27,18 21 33.232,+21 44 56.5327,18 23 41.9,+21 46 11,3.9,3.84,1.18,K,K2.5 IIIab,6,6,,,24,2.0,0.311,142,31,,1788,109_Herculis,4.1,18 21 33,+21 44 43,1950,"['18074 f 19190908 _', '18110 k 19190912 _', '20265 k 19200515 _', '20283 k 19200516 _', '21288 g 19200823 _', '21416 2k 19200904 _', '21469 g 19200908 _', '23780 g 19210509 _', '23827 k 19210516 _', '23845 g 19210517 _', '24979 4g 19210822 _', '25110 g 19210829 _', '25129 g 19210830 _', '27148 k 19220430 _', '27306 g 19220521 _', '27333 k 19220522 _', '28154 g 19220821 _', '28284 g 19220908 _', '28303 k 19220909 _', '30154 g 19230430 _', '30184 g 19230503 _', '30192 k 19230505 _', '30204 k 19230506 _', '31000 g 19230823 _', '31013 g 19230825 _', '31024 g 19230826 _', '36313 g 19260502 _', '36853 g 19260508 _', '36901 g 19260831 _', '36961 g 19260911 _', '58780 g 19390910 _']"
31,4284.0,,B.D. +6  3855,,+6 3855,18 32 00.00,+6 36 00.00,18 31 47.1,+06 35 34,18 34 13.102,+06 37 57.8587,18 36 39.0,+06 40 18,5.4,5.45,0.37,F,F3   V,19,8,,,30,9.3,0.143,190,163,,1814,Ambr_5947,5.6,18 34 13,+06 37 51,1950,"['61510 ~ 19410428 _', '61547 ~ 19410430 _', '61555 ~ 19410502 _', '61577 ~ 19410505 _', '61610 ~ 19410512 _', '61694 ~ 19410521 _', '61726 ~ 19410528 _', '61746 ~ 19410606 _', '61789 ~ 19410618 _', '61843 ~ 19410625 _', '61923 ~ 19410708 _', '61938 ~ 19410709 _', '62001 ~ 19410721 _', '62011 ~ 19410723 _', '62019 ~ 19410725 _', '62044 ~ 19410726 _', '62051 ~ 19410731 _', '62090 ~ 19410803 _', '62136 ~ 19410807 _', '62156 ~ 19410808 _', '62162 ~ 19410810 _', '62172 ~ 19410812 _', '62179 ~ 19410813 _', '62210 ~ 19410823 _', '62242 ~ 19410828 _', '62257 ~ 19410829 _', '62273 ~ 19410912 _', '62318 ~ 19410915 _', '62356 ~ 19410918 _', '62402 ~ 19410922 _', '62430 ~ 19410923 _', '63349 ~ 19420511 _', '63356 ~ 19420513 _', '63557 ~ 19420815 _', '63574 ~ 19420824 _', '63618 ~ 19420905 _', '63624 ~ 19420911 _', '63640 ~ 19420913 _', '63672 ~ 19420916 _', '63681 ~ 19420918 _', '63702 ~ 19420923 _', '63704 ~ 19420924 _', '64608 ~ 19430425 _', '64652 ~ 19430502 _', '64663 ~ 19430505 _', '64869 ~ 19430622 _', '64886 ~ 19430623 _', '64903 ~ 19430625 _', '64941 ~ 19430701 _', '64999 ~ 19430715 _', '65038 ~ 19430719 _', '65057 ~ 19430722 _', '65080 ~ 19430723 _', '65105 ~ 19430730 _', '65126 ~ 19430731 _', '65154 ~ 19430802 _', '65163 ~ 19430805 _', '65242 ~ 19430811 _', '65256 ~ 19430814 _', '65284 ~ 19430818 _', '65375 ~ 19430828 _', '65454 ~ 19430908 _', '65474 ~ 19430910 _', '65487 ~ 19430911 _', '65503 ~ 19430913 _', '65522 ~ 19430915 _', '65532 ~ 19430917 _', '66867 ~ 19440428 _', '66904 ~ 19440501 _', '66960 ~ 19440515 _', '67187 ~ 19440701 _', '67225 ~ 19440710 _', '67235 ~ 19440711 _', '67245 ~ 19440715 _', '67269 ~ 19440717 _', '67295 ~ 19440722 _', '78296 ~ 19440722 _', '67342 ~ 19440811 _', '67374 ~ 19440815 _', '67348 ~ 19440818 _', '67450 ~ 19440824 _', '67450 ~ 19440902 _', '67520 ~ 19440921 _', '67704 ~ 19440922 _', '68817 ~ 19450514 _', '68885 ~ 19450525 _', '68967 ~ 19450609 _', '68974 ~ 19450613 _', '68999 ~ 19450622 _', '69020 ~ 19450623 _', '69030 ~ 19450625 _', '69060 ~ 19450627 _', '69081 ~ 19450704 _', '69116 ~ 19450711 _', '69117 ~ 19450711 _', '69134 ~ 19450712 _', '69150 ~ 19450716 _', '69202 ~ 19450804 _', '69220 ~ 19450808 _', '69242 ~ 19450809 _', '69267 ~ 19450815 _', '69285 ~ 19450825 _', '69293 ~ 19450826 _', '69298 ~ 19450827 _', '69323 ~ 19450903 _', '69353 ~ 19450905 _', '69375 ~ 19450906 _', '69411 ~ 19450924 _', '70446 ~ 19460430 _', '70470 ~ 19460503 _', '70503 ~ 19460510 _', '70511 ~ 19460513 _', '70605 ~ 19460531 _', '70705 ~ 19460624 _', '70832 ~ 19460715 _', '70868 ~ 19460718 _', '70894 ~ 19460727 _', '70895 ~ 19460727 _', '70916 ~ 19460807 _', '70938 ~ 19460814 _', '71000 ~ 19460824 _', '71013 ~ 19460826 _', '71070 ~ 19460902 _', '71096 ~ 19460904 _', '71113 ~ 19460905 _', '71131 ~ 19460914 _', '71153 ~ 19460916 _', '71203 ~ 19460921 _', '71215 ~ 19460924 _', '71304 ~ 19461003 _', '72220 ~ 19470610 _', '72363 ~ 19470702 _', '72391 ~ 19470704 _', '72430 ~ 19470728 _', '72460 ~ 19470731 _', '73519 ~ 19480430 _', '73553 ~ 19480504 _', '73649 ~ 19480601 _', '73776 ~ 19480701 _', '73801 ~ 19480706 _', '73820 ~ 19480709 _', '73839 ~ 19480724 _', '73854 ~ 19480731 _', '73965 ~ 19480814 _', '75281 ~ 19490713 _', '75352 ~ 19490727 _', '75395 ~ 19490801 _', '75590 ~ 19490829 _', '77141 ~ 19500524 _', '77172 ~ 19500605 _', '77206 ~ 19500607 _', '77422 ~ 19500706 _', '77547 ~ 19500717 _', '98040-1 k 19640914 _', '98057-8 k 19640916 _', '103845-6 g 19700712 pi_br', '103887-8 p 19700817 pi_br', '103889-0 g 19700824 _', '103966-7 f 19700913 _', '104924-5 p 19710805 _', '104957-8 g 19710807 _', '106003-4 ~ 19720821 _', '106098-9 g 19720910 _']"
32,4436.0,,Zeta Aquilae,ZET Aql,+13 3899,19 01 00.00,+13 43 00.00,19 00 48.7,+13 42 52,19 03 06.608,+13 47 19.7309,19 05 24.5,+13 51 48,3,2.99,0.01,A,A0   Vn,36,8,,,39,9.6,0.095,185,101,,1893,zeta_Aquilae,3,19 03 06,+13 47 15,1950,"['10262 p 19170826 +6,do_not_measure', '10295 k 19170904 +13', '10299 k 19170906 +4', '10313 f 19170910 -19', '12902 f 19180508 _', '12915 f 19180513 _', '12997 f 19180517 _', '13050 p 19180523 _', '14029 k 19180829 _', '14063 g 19180901 _', '16719 k 19190512 _', '16774 k 19190517 _', '16859 g 19190526 _', '17953 k 19190902 _', '17970 g 19190903 _', '18049 k 19190906 _', '20350 g 19200525 _', '20432 k 19200529 _', '21294 k 19200823 _', '21668 k 19200921 _', '48334 ~ 19330624 _', '52209 ~ 19350624 _', '57138 g 19380923 _', '57162 5g 19380925 _', '57231 g 19381002 _', '58347 ~ 19390723 _', '59864 ~ 19400707 _', '59917 ~ 19400714 _', '63763 g 19421001 _', '71154 ~ 19460916 _', '75469 ~ 19490816 _', '75642 ~ 19490902 _', '81257 ~ 19520731 _', '81258 ~ 19520731 _', '86787 f 19550913 _', '103882 g 19700802 _', '103891 g 19700824 _', '103898-9 g 19700825 _', '103918-9 k 19700902 _', '103940-1 g 19700910 _', '104714-5 ~ 19710519 no_pi', '104819-0 ~ 19710705 no_pi', '104999-0 g 19710813 _', '105040-1 f 19710923 _', '105089-0 k 19710930 _', '106148-9 g 19720921 _', '106821-2 g 19730605 _', '107138 k 19730910 _', '107146 k 19730913 _', '108436 p 19760903 _', '108483 ~ 19760919 _', '108484 f 19760919 _', '109001 g 19770622 _', '109065 g 19770802 _', '109083 g 19770820 _', '109108 g 19770831 _', '109112 k 19770903 _', '109113 k 19770911 _', '109114 k 19770911 _', '109120 w 19770917 _', '109121 w 19770917 _', '109424 g 19780525 _', '109431 k 19780531 _', '109432 k 19780531 _', '109447 k 19780609 _', '109448 g 19780609 _', '109470 g 19780622 _', '109476 k 19780624 _', '109477 g 19780624 _', '109508 k 19780711 _', '109558 k 19780906 _', '109560 g 19780923 _', '109866 k 19790508 _', '109871 f 19790515 _', '109882 k 19790517 _', '109893 k 19790614 _', '109931 ~ 19790830 _', '109933 ~ 19790831 _', '109950 s 19790909 _', '109959 k 19790917 _', '109969 k 19790919 _', '110103 k 19800509 _', '110107 k 19800514 _', '110114 g 19800515 _', '110171 k 19800618 _', '110177 g 19800621 _', '110242 k 19800806 _', '110257 k 19800813 _', '110258 ~ 19800901 _', '110267 k 19800906 _', '110277 f 19800908 _', '110293 k 19800918 _', '110306 w 19800920 _', '110307 k 19800926 _', '110561 k 19810627 _', '110678 k 19810924 _', '110799 f 19820514 _', '110827 k 19820730 _', '110886 ~ 19820905 _', '110887 k 19820905 _', '110896 g 19820908 _']"
33,4456.0,,B.D. +16  3752,CI 18-2495,+16 3752,19 03 00.00,+16 42 00.00,19 03 28.1,+16 42 15,19 05 42.458,+16 46 53.7861,19 07 57.3,+16 51 11,6,6.07,0.7,F,G5   V,58,6,,,59,8.2,0.31,169,44,,1903,D'Ag_4909,6.5,19 06 26,+16 46 19,1950,"['51202 ~ 19341004 _', '51240 ~ 19341008 _', '52429 ~ 19350726 _', '55650 ~ 19371001 _', '56948 ~ 19380802 _', '56011 ~ 19380816 _', '58436 ~ 19390802 _', '59865 ~ 19400707 _', '59866 ~ 19400707 _', '60197 ~ 19400817 _', '62002 ~ 19410721 _', '65001 ~ 19430715 _', '67344 ~ 19440811 _', '67649 ~ 19440919 _', '69135 ~ 19450712 _', '69301 ~ 19450827 _', '70968 ~ 19460821 _', '71179 ~ 19460918 _', '72431 ~ 19470728 _', '72693 ~ 19471002 _', '73855 ~ 19480731 _', '73968 ~ 19480814 _', '73969 ~ 19480814 _', '75397 ~ 19490801 _', '75459 ~ 19490815 _', '75592 ~ 19490829 _', '77549 ~ 19500717 _', '86256-7 p 19550705 _', '86370-1 g 19550720 _', '88155-6 p 19560728 no_pi', '89633-4 g 19570624 _', '89864-5 k 19570802 _', '93851-2 k 19610807 _', '101067-8 k 19670716 _', '102052-3 3k 19680715 _', '104023-4 g 19700930 _', '105013-4 g 19710816 _', '105859-0 g 19720701 _', '106106-7 g 19720916 _', '106156-7 g 19721002 _', '107124-5 g 19730909 _', '107818 g 19740603 _', '107826 g 19740610 _', '107956 k 19750803 _']"
34,4542.0,A,Delta Aquilae,DEL Aql,+2 3879,19 20 00.00,+2 55 00.00,19 20 27.3,+02 54 55,19 22 57.727,03 00 44.8703,19 25 29.9,+03 06 53,3.4,3.36,0.32,F,F3   IV,62,7,,,72,5.1,0.268,72,23,,1947,delta_Aquilae,3.4,19 22 58,+03 00 48,1950,"['10652 k 19170928 _', '10670 f 19170929 _', '10709 k 19171002 _', '13151 2k,p 19180603 _', '16926 g 19190529 _', '16952 k 19190530 _', '16974 k 19190531 _', '18133 k 19190913 _', '18146 k 19190915 _', '18202 k 19190918 _', '21901 2g 19201008 _', '23967 k 19210525 _', '24191 g 19210608 _', '25467 g 19211002 _', '25521 g 19211009 _', '27295 g 19220515 _', '28424 g 19220917 _', '28658 g 19221013 _', '28680 g 19221014 _', '30253 k 19230517 _', '30439 k 19230603 _', '31162 g 19230926 _', '31229 g 19231006 _']"
35,5103.0,,Zeta Cygni,ZET Cyg,+29 4348,21 09 00.00,+29 49 00.00,21 08 40.7,+29 48 59,21 10 48.356,+30 01 17.3032,21 12 56.2,+30 13 36,3.4,3.2,0.99,K,G8+  III-*,14,8,,,24,8.9,0.052,181,34,,2226,Sigma_2762,"5.6/8.0<3""",21 06 31,+30 00 09,1950,"['60686 g 19401103 _', '60713 g 19401112 _', '61866 g 19410626 _', '61885 2g 19410627 _', '61925 g 19410709 _', '62602 k 19411101 _', '62630 g 19411103 _', '63436 g 19420707 _', '63460 k 19420712 _', '64974 k 19430711 _', '67762 g 19441006 _', '67867 g 19441017 _', '67944 g 19441022 _', '69025 g 19450624 _', '69136 g 19450713 _', '69144 k 19450714 _', '69494 g 19451012 _', '69592 g 19451018 _', '69725 g 19451030 _', '70694 g 19460624 _', '70726 g 19460626 _', '70783 4k 19460705 _', '70820 k 19460714 _', '71311 g 19461002 _', '71363 g 19461013 _', '71430 g 19461024 _', '71481 g 19461028 _', '73802 k 19480708 _', '74173 k 19481026 _', '75186 g 19490624 _', '75792 g 19490925 _', '75818 g 19490926 _', '76175 g 19491023 _', '76211 g 19491102 _']"
36,5345.0,,Iota Pegasi,IOT Peg,+19 4691,21 17 00.00,+19 23 00.00,22 02 21.2,+24 51 23,22 04 39.718,+25 05 58.6905,22 07 00.6,+25 20 41,4.2,3.76,0.44,K,F5   V,20,9,,,88,5.1,0.3,85,42,,2352,iota_Pegasi,4,22 04 40,+25 06 00,1950,"['72533 g 19470909 _', '72599 k 19470917 _', '72709 3k 19471003 _', '72806 g 19471014 _', '72912 g 19471021 _', '73046 g 19471128 _', '73880 k 19480803 _', '73929 g 19480810 _', '73956 g 19480814 _', '74115 g 19480927 _', '74149 g 19481020 _', '74215 g 19481029 _', '75242 g 19490704 _', '75379 g,f 19490729 _', '75751 f 19490920 _', '77905 k 19500906 _', '77989 ~ 19501005 _', '79384 p 19510730 _', '79647 g 19510909 _', '79755 k 19510920 _', '79920 k 19511004 _', '81090 p 19520702 _', '81450 f 19520907 _', '83024 p 19530928 _', '83481 p 19531105 _', '84826 g 19540904 _', '85231 p 19541115 _', '86309-0 2k 19550713 _', '86470-1 k 19550731 _', '87007-8 g 19551010 _', '87172 ~ 19551030 _', '88346-7 4g,k 19560824 _', '88370-1 g 19560825 _', '88639-0 k 19561008 _', '90223-4 g 19571202 _', '90165-6 p 19581029 _', '95373-4 k 19620728 _', '95415-6 3g 19620808 _', '105321-2 k 19711113 _', '106168-9 g 19721002 _', '107054 g 19730731 _', '108420 k 19760830 _']"
37,5183.0,,71 Cygni,71 Cyg,+45 3558,21 26 00.00,+46 06 00.00,21 25 45.4,+46 05 58,21 27 35.837,46 19 04.3455,21 29 26.9,+46 32 26,5.3,5.24,0.97,K,K0-  III,40,8,,,24,4.9,0.116,22,43,,2268,71_Cygni,5.3,21 27 36,+46 19 09,1950,"['11230 k 19171110 _', '11308 f 19171113 _', '11352 f 19171114 _', '17282 f 19190630 _', '17341 g 19190703 _', '18827 g 19191112 _', '18842 p 19191113 _', '18906 k 19191115 _', '28931 g 19221028 _', '28954 k 19221030 _', '29004 g 19221110 _', '30732 k 19230709 _', '31592 k 19231112 _', '32957 k 19240708 _', '32974 p 19240709 _', '33661 g 19241023 _', '36729 g 19260708 _', '36738 g 19260709 _', '36744 k 19260710 _', '37301 g 19261109 _', '37306 g 19261111 _', '38037 f 19270627 _', '38072 g 19270629 _', '38086 g 19270630 _', '38129 f 19270705 _', '38716 g 19271021 _', '38774 g 19271025 _', '38792 g 19271026 _', '39669 g 19280628 _', '39714 g 19280707 _', '40160 g 19281031 _', '40169 p 19281104 _', '40181 g 19281106 _', '41025 g 19290702 _', '41041 p 19290704 _', '41056 p 19290706 _', '41086 g 19290716 _', '41520 g 19291106 _', '41562 g 19291111 _', '62186 ~ 19410813 _', '62249 g 19410827 _', '65566 k 19430918 _', '65587 g 19430922 _']"
,5187.0,,,,,,,21 26 06.0,+46 07 00,21 27 56.492,+46 20 07.2772,21 29 47.3,+46 33 18,,9.5,--,,G5,,,,,-3,17.3,0.014,135,43,,2268,71_Cygni,5.3,21 27 36,+46 19 09,1950,"['11230 k 19171110 _', '11308 f 19171113 _', '11352 f 19171114 _', '17282 f 19190630 _', '17341 g 19190703 _', '18827 g 19191112 _', '18842 p 19191113 _', '18906 k 19191115 _', '28931 g 19221028 _', '28954 k 19221030 _', '29004 g 19221110 _', '30732 k 19230709 _', '31592 k 19231112 _', '32957 k 19240708 _', '32974 p 19240709 _', '33661 g 19241023 _', '36729 g 19260708 _', '36738 g 19260709 _', '36744 k 19260710 _', '37301 g 19261109 _', '37306 g 19261111 _', '38037 f 19270627 _', '38072 g 19270629 _', '38086 g 19270630 _', '38129 f 19270705 _', '38716 g 19271021 _', '38774 g 19271025 _', '38792 g 19271026 _', '39669 g 19280628 _', '39714 g 19280707 _', '40160 g 19281031 _', '40169 p 19281104 _', '40181 g 19281106 _', '41025 g 19290702 _', '41041 p 19290704 _', '41056 p 19290706 _', '41086 g 19290716 _', '41520 g 19291106 _', '41562 g 19291111 _', '62186 ~ 19410813 _', '62249 g 19410827 _', '65566 k 19430918 _', '65587 g 19430922 _']"
38,5242.0,,Epsilon Pegasi,EPS Peg,+9 4891,21 39 00.00,+9 25 00.00,21 39 16.4,+09 24 59,21 41 43.654,+09 38 41.3897,21 44 11.1,+09 52 30,2.5,2.39,1.53,K,K2   Ib,-22,9,,,4,8.6,0.03,82,3,,2303,epsilon_Pegasi,2.5,21 41 43,+09 38 41,1950,"['109562 g 19780923 _', '109563 g 19780923 _', '109565 k 19780925 _']"
39,5333.0,A,Xi Cephei (prec),XI Cep,+63 1802,22 01 00.00,+64 08 00.00,22 00 53.6,+64 08 25,22 02 18.803,+64 22 56.6093,22 03 47.4,+64 37 40,6.5,4.29,0.34,,A3m,24,9,,,30,6.4,0.226,67,36,,2344,xi_Cephei,"4.7/6.5<7""",22 02 20,+64 23 01,1950,"['7844 ~ 19161111 +4', '7961 k 19161121 -7', '7992 k 19161125 +3', '9822 k 19170718 +3', '9844 k 19170719 -11', '10982 f 19171103 _', '11009 k 19171104 _', '13554 f 19180712 _', '13587 f 19180714 _', '14843 k 19181127 _', '14890 p 19181201 _', '20820 k 19200630 _', '21010 k 19200717 _', '22397 k 19201112 _', '24675 k 19210717 _', '24693 k 19210719 _', '25955 f 19211122 _', '27811 k 19220706 _', '27909 k 19220715 _', '29058 k 19221117 _', '29168 g 19221202 _', '29205 k 19221205 _', '30767 k 19230713 _', '30792 k 19230717 _', '30808 g 19230718 _', '31639 g 19231114 _', '31651 g 19231119 _', '31689 p 19231128 _', '31709 k 19231207 _', '36720 g 19260701 _', '36731 2k 19260708 _', '36741 g 19260709 _', '37254 g 19261103 _', '37280 g 19261107 _', '37302 p 19261109 _', '37308 g 19261111 _']"
,5333.0,B,,,,,,22 00 52.5,+64 08 27,22 02 17.691,+64 22 58.5695,22 03 45.9,+64 37 42,,6.44,0.54,,F3   III/*,,,,,,,0.204,64,36,,2344,xi_Cephei,"4.7/6.5<7""",22 02 20,+64 23 01,1950,"['7844 ~ 19161111 +4', '7961 k 19161121 -7', '7992 k 19161125 +3', '9822 k 19170718 +3', '9844 k 19170719 -11', '10982 f 19171103 _', '11009 k 19171104 _', '13554 f 19180712 _', '13587 f 19180714 _', '14843 k 19181127 _', '14890 p 19181201 _', '20820 k 19200630 _', '21010 k 19200717 _', '22397 k 19201112 _', '24675 k 19210717 _', '24693 k 19210719 _', '25955 f 19211122 _', '27811 k 19220706 _', '27909 k 19220715 _', '29058 k 19221117 _', '29168 g 19221202 _', '29205 k 19221205 _', '30767 k 19230713 _', '30792 k 19230717 _', '30808 g 19230718 _', '31639 g 19231114 _', '31651 g 19231119 _', '31689 p 19231128 _', '31709 k 19231207 _', '36720 g 19260701 _', '36731 2k 19260708 _', '36741 g 19260709 _', '37254 g 19261103 _', '37280 g 19261107 _', '37302 p 19261109 _', '37308 g 19261111 _']"
